[runlim] version:		1.10
[runlim] sample:		2441.8 time, 310.5 real, 1546.3 MB
[runlim] sample:		2521.0 time, 320.5 real, 1548.9 MB
[runlim] sample:		2600.3 time, 330.5 real, 1553.5 MB
[runlim] sample:		2679.6 time, 340.5 real, 1558.2 MB
[runlim] sample:		2758.8 time, 350.5 real, 1558.7 MB
[runlim] sample:		2838.0 time, 360.5 real, 1561.5 MB
[runlim] sample:		2917.1 time, 370.5 real, 1562.8 MB
[runlim] sample:		2995.8 time, 380.5 real, 1562.8 MB
[runlim] sample:		3075.1 time, 390.5 real, 1563.1 MB
[runlim] sample:		3154.4 time, 400.5 real, 1563.3 MB
[runlim] sample:		3233.6 time, 410.5 real, 1563.3 MB
[runlim] sample:		3312.8 time, 420.5 real, 1566.7 MB
[runlim] sample:		3392.1 time, 430.5 real, 1573.1 MB
[runlim] sample:		3471.3 time, 440.5 real, 1575.4 MB
[runlim] sample:		3550.6 time, 450.5 real, 1575.7 MB
[runlim] sample:		3629.8 time, 460.5 real, 1576.2 MB
[runlim] sample:		3709.1 time, 470.5 real, 1576.4 MB
[runlim] sample:		3788.3 time, 480.5 real, 1577.5 MB
[runlim] sample:		3867.5 time, 490.5 real, 1581.2 MB
[runlim] sample:		3946.8 time, 500.5 real, 1582.5 MB
[runlim] sample:		4026.1 time, 510.5 real, 1583.9 MB
[runlim] sample:		4105.4 time, 520.5 real, 1585.2 MB
[runlim] sample:		4184.7 time, 530.5 real, 1585.8 MB
[runlim] sample:		4264.0 time, 540.5 real, 1590.0 MB
[runlim] sample:		4343.1 time, 550.5 real, 1592.4 MB
[runlim] sample:		4422.4 time, 560.5 real, 1592.5 MB
[runlim] sample:		4501.7 time, 570.5 real, 1593.9 MB
[runlim] sample:		4581.0 time, 580.5 real, 1598.8 MB
[runlim] sample:		4660.3 time, 590.5 real, 1598.9 MB
[runlim] sample:		4739.4 time, 600.5 real, 1599.0 MB
[runlim] sample:		4818.6 time, 610.5 real, 1599.0 MB
[runlim] sample:		4897.9 time, 620.5 real, 1603.1 MB
[runlim] sample:		4977.1 time, 630.5 real, 1604.7 MB
[runlim] sample:		5056.4 time, 640.5 real, 1605.1 MB
[runlim] sample:		5135.6 time, 650.5 real, 1608.0 MB
[runlim] sample:		5214.9 time, 660.5 real, 1612.2 MB
[runlim] sample:		5294.0 time, 670.5 real, 1614.3 MB
[runlim] sample:		5373.1 time, 680.5 real, 1615.4 MB
[runlim] sample:		5452.4 time, 690.5 real, 1616.3 MB
[runlim] sample:		5531.7 time, 700.5 real, 1616.3 MB
[runlim] sample:		5610.9 time, 710.5 real, 1616.4 MB
[runlim] sample:		5690.2 time, 720.5 real, 1619.8 MB
[runlim] sample:		5769.3 time, 730.5 real, 1619.9 MB
[runlim] sample:		5848.5 time, 740.5 real, 1622.3 MB
[runlim] sample:		5927.8 time, 750.5 real, 1626.0 MB
[runlim] sample:		6006.9 time, 760.5 real, 1626.1 MB
[runlim] sample:		6082.1 time, 770.5 real, 1626.9 MB
[runlim] sample:		6161.3 time, 780.5 real, 1627.8 MB
[runlim] sample:		6240.4 time, 790.5 real, 1628.1 MB
[runlim] sample:		6319.7 time, 800.5 real, 1628.4 MB
[runlim] sample:		6398.9 time, 810.5 real, 1628.5 MB
[runlim] sample:		6478.2 time, 820.5 real, 1628.6 MB
[runlim] sample:		6557.3 time, 830.5 real, 1629.2 MB
[runlim] sample:		6636.3 time, 840.5 real, 1629.3 MB
[runlim] sample:		6715.4 time, 850.5 real, 1632.5 MB
[runlim] sample:		6794.6 time, 860.5 real, 1632.5 MB
[runlim] sample:		6873.9 time, 870.5 real, 1633.1 MB
[runlim] sample:		6953.2 time, 880.5 real, 1636.6 MB
[runlim] sample:		7032.4 time, 890.5 real, 1636.6 MB
[runlim] sample:		7111.7 time, 900.5 real, 1636.9 MB
[runlim] sample:		7190.8 time, 910.5 real, 1638.8 MB
[runlim] sample:		7270.1 time, 920.5 real, 1638.9 MB
[runlim] sample:		7349.3 time, 930.5 real, 1639.0 MB
[runlim] sample:		7428.6 time, 940.5 real, 1639.6 MB
[runlim] sample:		7507.9 time, 950.5 real, 1641.7 MB
[runlim] sample:		7587.1 time, 960.5 real, 1643.1 MB
[runlim] sample:		7666.2 time, 970.5 real, 1644.5 MB
[runlim] sample:		7745.4 time, 980.5 real, 1649.6 MB
[runlim] sample:		7824.6 time, 990.5 real, 1649.7 MB
[runlim] sample:		7903.8 time, 1000.5 real, 1650.0 MB
[runlim] sample:		7983.0 time, 1010.5 real, 1650.1 MB
[runlim] sample:		8062.2 time, 1020.5 real, 1650.4 MB
[runlim] sample:		8141.4 time, 1030.5 real, 1650.4 MB
[runlim] sample:		8220.4 time, 1040.5 real, 1652.1 MB
[runlim] sample:		8299.4 time, 1050.5 real, 1652.1 MB
[runlim] sample:		8378.4 time, 1060.5 real, 1652.2 MB
[runlim] sample:		8457.7 time, 1070.5 real, 1656.9 MB
[runlim] sample:		8536.9 time, 1080.5 real, 1657.0 MB
[runlim] sample:		8616.0 time, 1090.5 real, 1659.1 MB
[runlim] sample:		8695.3 time, 1100.5 real, 1659.1 MB
[runlim] sample:		8774.4 time, 1110.5 real, 1661.0 MB
[runlim] sample:		8853.6 time, 1120.5 real, 1662.1 MB
[runlim] sample:		8932.5 time, 1130.5 real, 1662.4 MB
[runlim] sample:		9011.7 time, 1140.5 real, 1664.3 MB
[runlim] sample:		9090.8 time, 1150.5 real, 1664.6 MB
[runlim] sample:		9170.0 time, 1160.5 real, 1665.9 MB
[runlim] sample:		9249.2 time, 1170.5 real, 1666.1 MB
[runlim] sample:		9328.5 time, 1180.5 real, 1666.4 MB
[runlim] sample:		9407.8 time, 1190.5 real, 1666.6 MB
[runlim] sample:		9487.0 time, 1200.5 real, 1666.9 MB
[runlim] sample:		9566.1 time, 1210.5 real, 1667.5 MB
[runlim] sample:		9645.4 time, 1220.5 real, 1668.0 MB
[runlim] sample:		9724.6 time, 1230.5 real, 1673.7 MB
[runlim] sample:		9803.9 time, 1240.5 real, 1674.7 MB
[runlim] sample:		9883.1 time, 1250.5 real, 1675.1 MB
[runlim] sample:		9962.2 time, 1260.5 real, 1676.1 MB
[runlim] sample:		10041.2 time, 1270.5 real, 1676.1 MB
[runlim] sample:		10120.3 time, 1280.5 real, 1676.1 MB
[runlim] sample:		10199.5 time, 1290.5 real, 1677.4 MB
[runlim] sample:		10278.8 time, 1300.5 real, 1677.9 MB
[runlim] sample:		10358.0 time, 1310.5 real, 1678.7 MB
[runlim] sample:		10437.3 time, 1320.5 real, 1680.3 MB
[runlim] sample:		10516.4 time, 1330.5 real, 1680.4 MB
[runlim] sample:		10595.6 time, 1340.5 real, 1681.8 MB
[runlim] sample:		10674.8 time, 1350.5 real, 1682.2 MB
[runlim] sample:		10754.0 time, 1360.5 real, 1682.2 MB
[runlim] sample:		10829.2 time, 1370.5 real, 1682.8 MB
[runlim] sample:		10908.0 time, 1380.5 real, 1688.6 MB
[runlim] sample:		10987.1 time, 1390.5 real, 1688.6 MB
[runlim] sample:		11066.4 time, 1400.5 real, 1689.1 MB
[runlim] sample:		11145.7 time, 1410.5 real, 1689.8 MB
[runlim] sample:		11224.9 time, 1420.5 real, 1691.3 MB
[runlim] sample:		11304.2 time, 1430.5 real, 1691.3 MB
[runlim] sample:		11383.4 time, 1440.5 real, 1691.8 MB
[runlim] sample:		11462.6 time, 1450.5 real, 1696.6 MB
[runlim] sample:		11541.9 time, 1460.5 real, 1696.6 MB
[runlim] sample:		11621.2 time, 1470.5 real, 1696.6 MB
[runlim] sample:		11700.4 time, 1480.5 real, 1696.6 MB
[runlim] sample:		11779.7 time, 1490.5 real, 1696.6 MB
[runlim] sample:		11859.0 time, 1500.5 real, 1696.6 MB
[runlim] sample:		11938.2 time, 1510.5 real, 1697.1 MB
[runlim] sample:		12017.5 time, 1520.5 real, 1697.8 MB
[runlim] sample:		12096.8 time, 1530.5 real, 1699.7 MB
[runlim] sample:		12176.0 time, 1540.5 real, 1699.7 MB
[runlim] sample:		12255.3 time, 1550.5 real, 1701.7 MB
[runlim] sample:		12334.6 time, 1560.5 real, 1702.2 MB
[runlim] sample:		12413.8 time, 1570.5 real, 1709.9 MB
[runlim] sample:		12493.1 time, 1580.5 real, 1701.5 MB
[runlim] sample:		12572.4 time, 1590.5 real, 1702.3 MB
[runlim] sample:		12651.6 time, 1600.5 real, 1702.3 MB
[runlim] sample:		12730.9 time, 1610.5 real, 1716.8 MB
[runlim] sample:		12810.2 time, 1620.5 real, 1708.2 MB
[runlim] sample:		12889.3 time, 1630.5 real, 1708.2 MB
[runlim] sample:		12968.5 time, 1640.5 real, 1708.2 MB
[runlim] sample:		13047.8 time, 1650.5 real, 1708.2 MB
[runlim] sample:		13127.1 time, 1660.5 real, 1708.2 MB
[runlim] sample:		13206.3 time, 1670.5 real, 1708.2 MB
[runlim] sample:		13285.6 time, 1680.5 real, 1709.0 MB
[runlim] sample:		13364.8 time, 1690.5 real, 1709.2 MB
[runlim] sample:		13444.0 time, 1700.5 real, 1717.9 MB
[runlim] sample:		13523.3 time, 1710.5 real, 1709.0 MB
[runlim] sample:		13602.6 time, 1720.5 real, 1709.0 MB
[runlim] sample:		13681.7 time, 1730.5 real, 1709.0 MB
[runlim] sample:		13760.8 time, 1740.5 real, 1709.0 MB
[runlim] sample:		13839.9 time, 1750.5 real, 1709.5 MB
[runlim] sample:		13919.2 time, 1760.5 real, 1712.8 MB
[runlim] sample:		13998.5 time, 1770.5 real, 1716.1 MB
[runlim] sample:		14077.7 time, 1780.5 real, 1713.7 MB
[runlim] sample:		14157.0 time, 1790.5 real, 1717.3 MB
[runlim] sample:		14236.2 time, 1800.5 real, 1717.3 MB
[runlim] end:			Sat May 10 17:55:07 2025
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		0
[runlim] real:			1801.16 seconds
[runlim] time:			14239.38 seconds
[runlim] space:			1723.2 MB
[runlim] samples:		18006
