[runlim] version:		1.10
[runlim] sample:		2438.1 time, 310.2 real, 1319.7 MB
[runlim] sample:		2517.4 time, 320.2 real, 1323.5 MB
[runlim] sample:		2596.7 time, 330.2 real, 1324.8 MB
[runlim] sample:		2676.0 time, 340.2 real, 1325.6 MB
[runlim] sample:		2755.2 time, 350.2 real, 1326.1 MB
[runlim] sample:		2834.4 time, 360.2 real, 1326.6 MB
[runlim] sample:		2913.4 time, 370.2 real, 1327.4 MB
[runlim] sample:		2992.2 time, 380.2 real, 1329.2 MB
[runlim] sample:		3071.5 time, 390.2 real, 1329.5 MB
[runlim] sample:		3150.7 time, 400.2 real, 1330.5 MB
[runlim] sample:		3230.0 time, 410.2 real, 1331.0 MB
[runlim] sample:		3309.2 time, 420.2 real, 1335.7 MB
[runlim] sample:		3388.4 time, 430.2 real, 1337.0 MB
[runlim] sample:		3467.6 time, 440.2 real, 1338.6 MB
[runlim] sample:		3546.9 time, 450.2 real, 1338.8 MB
[runlim] sample:		3626.1 time, 460.2 real, 1339.6 MB
[runlim] sample:		3705.4 time, 470.2 real, 1340.6 MB
[runlim] sample:		3784.6 time, 480.2 real, 1341.7 MB
[runlim] sample:		3863.7 time, 490.2 real, 1342.4 MB
[runlim] sample:		3942.8 time, 500.2 real, 1343.0 MB
[runlim] sample:		4022.0 time, 510.2 real, 1343.7 MB
[runlim] sample:		4101.2 time, 520.2 real, 1345.7 MB
[runlim] sample:		4180.4 time, 530.2 real, 1348.7 MB
[runlim] sample:		4259.6 time, 540.2 real, 1349.6 MB
[runlim] sample:		4338.8 time, 550.2 real, 1350.2 MB
[runlim] sample:		4418.0 time, 560.2 real, 1350.6 MB
[runlim] sample:		4497.3 time, 570.2 real, 1351.5 MB
[runlim] sample:		4576.6 time, 580.2 real, 1352.1 MB
[runlim] sample:		4655.9 time, 590.2 real, 1352.7 MB
[runlim] sample:		4735.2 time, 600.2 real, 1353.4 MB
[runlim] sample:		4814.2 time, 610.2 real, 1354.3 MB
[runlim] sample:		4893.5 time, 620.2 real, 1355.2 MB
[runlim] sample:		4972.8 time, 630.2 real, 1357.9 MB
[runlim] sample:		5052.1 time, 640.2 real, 1358.8 MB
[runlim] sample:		5131.4 time, 650.2 real, 1358.9 MB
[runlim] sample:		5210.6 time, 660.2 real, 1360.4 MB
[runlim] sample:		5289.7 time, 670.2 real, 1361.0 MB
[runlim] sample:		5369.0 time, 680.2 real, 1362.2 MB
[runlim] sample:		5448.3 time, 690.2 real, 1363.4 MB
[runlim] sample:		5527.5 time, 700.2 real, 1364.3 MB
[runlim] sample:		5606.8 time, 710.2 real, 1366.7 MB
[runlim] sample:		5686.1 time, 720.2 real, 1367.8 MB
[runlim] sample:		5765.3 time, 730.2 real, 1368.2 MB
[runlim] sample:		5844.5 time, 740.2 real, 1368.9 MB
[runlim] sample:		5923.8 time, 750.2 real, 1369.3 MB
[runlim] sample:		6003.0 time, 760.2 real, 1370.2 MB
[runlim] sample:		6078.1 time, 770.2 real, 1370.3 MB
[runlim] sample:		6157.4 time, 780.2 real, 1370.7 MB
[runlim] sample:		6236.6 time, 790.2 real, 1371.6 MB
[runlim] sample:		6315.8 time, 800.2 real, 1372.0 MB
[runlim] sample:		6395.1 time, 810.2 real, 1372.9 MB
[runlim] sample:		6474.4 time, 820.2 real, 1373.3 MB
[runlim] sample:		6553.5 time, 830.2 real, 1373.4 MB
[runlim] sample:		6632.6 time, 840.2 real, 1375.4 MB
[runlim] sample:		6711.8 time, 850.2 real, 1375.7 MB
[runlim] sample:		6791.1 time, 860.2 real, 1375.7 MB
[runlim] sample:		6870.3 time, 870.2 real, 1376.9 MB
[runlim] sample:		6949.6 time, 880.2 real, 1379.9 MB
[runlim] sample:		7028.9 time, 890.2 real, 1381.6 MB
[runlim] sample:		7108.2 time, 900.2 real, 1382.5 MB
[runlim] sample:		7187.4 time, 910.2 real, 1385.7 MB
[runlim] sample:		7266.7 time, 920.2 real, 1387.6 MB
[runlim] sample:		7346.0 time, 930.2 real, 1389.1 MB
[runlim] sample:		7425.3 time, 940.2 real, 1392.2 MB
[runlim] sample:		7504.6 time, 950.2 real, 1395.5 MB
[runlim] sample:		7583.9 time, 960.2 real, 1396.6 MB
[runlim] sample:		7663.0 time, 970.2 real, 1397.3 MB
[runlim] sample:		7742.3 time, 980.2 real, 1398.4 MB
[runlim] sample:		7821.6 time, 990.2 real, 1399.4 MB
[runlim] sample:		7900.9 time, 1000.2 real, 1401.2 MB
[runlim] sample:		7980.1 time, 1010.2 real, 1401.2 MB
[runlim] sample:		8059.4 time, 1020.2 real, 1401.7 MB
[runlim] sample:		8138.6 time, 1030.2 real, 1403.7 MB
[runlim] sample:		8217.7 time, 1040.2 real, 1404.9 MB
[runlim] sample:		8296.9 time, 1050.2 real, 1405.7 MB
[runlim] sample:		8376.0 time, 1060.2 real, 1407.9 MB
[runlim] sample:		8455.3 time, 1070.2 real, 1408.5 MB
[runlim] sample:		8534.6 time, 1080.2 real, 1409.3 MB
[runlim] sample:		8613.8 time, 1090.2 real, 1410.6 MB
[runlim] sample:		8693.1 time, 1100.2 real, 1412.8 MB
[runlim] sample:		8772.4 time, 1110.2 real, 1413.7 MB
[runlim] sample:		8851.7 time, 1120.2 real, 1413.7 MB
[runlim] sample:		8930.7 time, 1130.2 real, 1413.7 MB
[runlim] sample:		9010.0 time, 1140.2 real, 1414.2 MB
[runlim] sample:		9089.2 time, 1150.2 real, 1414.9 MB
[runlim] sample:		9168.5 time, 1160.2 real, 1416.3 MB
[runlim] sample:		9247.8 time, 1170.2 real, 1416.4 MB
[runlim] sample:		9327.1 time, 1180.2 real, 1416.4 MB
[runlim] sample:		9406.5 time, 1190.2 real, 1419.8 MB
[runlim] sample:		9485.8 time, 1200.2 real, 1421.6 MB
[runlim] sample:		9564.9 time, 1210.2 real, 1423.3 MB
[runlim] sample:		9644.2 time, 1220.2 real, 1425.0 MB
[runlim] sample:		9723.5 time, 1230.2 real, 1426.9 MB
[runlim] sample:		9802.8 time, 1240.2 real, 1427.5 MB
[runlim] sample:		9882.1 time, 1250.2 real, 1429.9 MB
[runlim] sample:		9961.2 time, 1260.2 real, 1429.9 MB
[runlim] sample:		10040.3 time, 1270.2 real, 1431.2 MB
[runlim] sample:		10119.4 time, 1280.2 real, 1434.9 MB
[runlim] sample:		10198.7 time, 1290.2 real, 1434.9 MB
[runlim] sample:		10278.1 time, 1300.2 real, 1449.2 MB
[runlim] sample:		10357.4 time, 1310.2 real, 1458.1 MB
[runlim] sample:		10436.7 time, 1320.2 real, 1460.9 MB
[runlim] sample:		10515.9 time, 1330.2 real, 1461.2 MB
[runlim] sample:		10595.1 time, 1340.2 real, 1463.6 MB
[runlim] sample:		10674.5 time, 1350.2 real, 1464.6 MB
[runlim] sample:		10753.8 time, 1360.2 real, 1467.2 MB
[runlim] sample:		10829.1 time, 1370.2 real, 1467.7 MB
[runlim] sample:		10908.4 time, 1380.2 real, 1471.3 MB
[runlim] sample:		10987.6 time, 1390.2 real, 1471.6 MB
[runlim] sample:		11066.8 time, 1400.2 real, 1471.6 MB
[runlim] sample:		11146.1 time, 1410.2 real, 1471.6 MB
[runlim] sample:		11225.5 time, 1420.2 real, 1472.1 MB
[runlim] sample:		11304.8 time, 1430.2 real, 1472.1 MB
[runlim] sample:		11384.1 time, 1440.2 real, 1472.6 MB
[runlim] sample:		11463.3 time, 1450.2 real, 1472.6 MB
[runlim] sample:		11542.6 time, 1460.2 real, 1472.8 MB
[runlim] sample:		11621.9 time, 1470.2 real, 1473.6 MB
[runlim] sample:		11701.2 time, 1480.2 real, 1474.6 MB
[runlim] sample:		11780.6 time, 1490.2 real, 1474.9 MB
[runlim] sample:		11859.9 time, 1500.2 real, 1477.2 MB
[runlim] sample:		11939.0 time, 1510.2 real, 1477.2 MB
[runlim] sample:		12018.3 time, 1520.2 real, 1477.2 MB
[runlim] sample:		12097.6 time, 1530.2 real, 1477.2 MB
[runlim] sample:		12176.9 time, 1540.2 real, 1477.2 MB
[runlim] sample:		12256.2 time, 1550.2 real, 1531.1 MB
[runlim] sample:		12335.5 time, 1560.2 real, 1616.4 MB
[runlim] sample:		12414.7 time, 1570.2 real, 1676.7 MB
[runlim] sample:		12494.0 time, 1580.2 real, 1755.1 MB
[runlim] sample:		12573.2 time, 1590.2 real, 1758.2 MB
[runlim] sample:		12652.5 time, 1600.2 real, 1767.7 MB
[runlim] sample:		12731.8 time, 1610.2 real, 1807.1 MB
[runlim] sample:		12811.1 time, 1620.2 real, 1807.1 MB
[runlim] sample:		12890.2 time, 1630.2 real, 1807.1 MB
[runlim] sample:		12969.5 time, 1640.2 real, 1807.1 MB
[runlim] sample:		13048.7 time, 1650.2 real, 1807.1 MB
[runlim] sample:		13128.0 time, 1660.2 real, 1807.1 MB
[runlim] sample:		13207.3 time, 1670.2 real, 1807.1 MB
[runlim] sample:		13286.6 time, 1680.2 real, 1807.4 MB
[runlim] sample:		13365.8 time, 1690.2 real, 1807.4 MB
[runlim] sample:		13445.1 time, 1700.2 real, 1807.4 MB
[runlim] sample:		13524.4 time, 1710.2 real, 1807.4 MB
[runlim] sample:		13603.7 time, 1720.2 real, 1807.4 MB
[runlim] sample:		13682.8 time, 1730.2 real, 1807.4 MB
[runlim] sample:		13761.9 time, 1740.2 real, 1812.0 MB
[runlim] sample:		13841.0 time, 1750.2 real, 1818.2 MB
[runlim] sample:		13920.3 time, 1760.2 real, 1818.2 MB
[runlim] sample:		13999.6 time, 1770.2 real, 1818.2 MB
[runlim] sample:		14079.0 time, 1780.2 real, 1818.2 MB
[runlim] sample:		14158.3 time, 1790.2 real, 1818.2 MB
[runlim] sample:		14237.6 time, 1800.2 real, 1818.2 MB
[runlim] end:			Sat May 10 18:25:07 2025
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		0
[runlim] real:			1800.86 seconds
[runlim] time:			14240.94 seconds
[runlim] space:			1818.2 MB
[runlim] samples:		18006
