[runlim] version:		1.10
[runlim] sample:		2325.1 time, 310.7 real, 9473.9 MB
[runlim] sample:		2403.4 time, 320.7 real, 9476.0 MB
[runlim] sample:		2478.5 time, 330.7 real, 9481.3 MB
[runlim] sample:		2557.6 time, 340.7 real, 9521.9 MB
[runlim] sample:		2636.9 time, 350.7 real, 9486.0 MB
[runlim] sample:		2716.1 time, 360.7 real, 9633.6 MB
[runlim] sample:		2795.4 time, 370.7 real, 9597.4 MB
[runlim] sample:		2874.4 time, 380.7 real, 9871.9 MB
[runlim] sample:		2953.6 time, 390.7 real, 9965.8 MB
[runlim] sample:		3032.7 time, 400.7 real, 10157.5 MB
[runlim] sample:		3111.9 time, 410.7 real, 10291.4 MB
[runlim] sample:		3191.2 time, 420.7 real, 10379.5 MB
[runlim] sample:		3270.4 time, 430.7 real, 10381.0 MB
[runlim] sample:		3349.3 time, 440.7 real, 10478.0 MB
[runlim] sample:		3428.5 time, 450.7 real, 10478.0 MB
[runlim] sample:		3507.6 time, 460.7 real, 10572.0 MB
[runlim] sample:		3586.8 time, 470.7 real, 10765.0 MB
[runlim] sample:		3666.1 time, 480.7 real, 10956.7 MB
[runlim] sample:		3745.3 time, 490.7 real, 11150.6 MB
[runlim] sample:		3824.5 time, 500.7 real, 11474.1 MB
[runlim] sample:		3903.7 time, 510.7 real, 11538.4 MB
[runlim] sample:		3982.8 time, 520.7 real, 11837.8 MB
[runlim] sample:		4062.1 time, 530.7 real, 11773.6 MB
[runlim] sample:		4141.3 time, 540.7 real, 11920.4 MB
[runlim] sample:		4220.6 time, 550.7 real, 12035.6 MB
[runlim] sample:		4299.8 time, 560.7 real, 12301.8 MB
[runlim] sample:		4379.0 time, 570.7 real, 12301.8 MB
[runlim] sample:		4458.2 time, 580.7 real, 12397.7 MB
[runlim] sample:		4537.5 time, 590.7 real, 12494.4 MB
[runlim] sample:		4616.8 time, 600.7 real, 12686.5 MB
[runlim] sample:		4696.1 time, 610.7 real, 12687.0 MB
[runlim] sample:		4775.3 time, 620.7 real, 12782.9 MB
[runlim] sample:		4854.6 time, 630.7 real, 12876.8 MB
[runlim] sample:		4933.7 time, 640.7 real, 12876.8 MB
[runlim] sample:		5012.9 time, 650.7 real, 12877.6 MB
[runlim] sample:		5092.2 time, 660.7 real, 12973.8 MB
[runlim] sample:		5171.5 time, 670.7 real, 12974.8 MB
[runlim] sample:		5250.7 time, 680.7 real, 13164.7 MB
[runlim] sample:		5330.0 time, 690.7 real, 13261.4 MB
[runlim] sample:		5409.1 time, 700.7 real, 13357.6 MB
[runlim] sample:		5488.4 time, 710.7 real, 13484.5 MB
[runlim] sample:		5567.7 time, 720.7 real, 13884.3 MB
[runlim] sample:		5647.0 time, 730.7 real, 14351.6 MB
[runlim] sample:		5726.2 time, 740.7 real, 14517.1 MB
[runlim] sample:		5805.5 time, 750.7 real, 14709.0 MB
[runlim] sample:		5884.6 time, 760.7 real, 14719.7 MB
[runlim] sample:		5963.9 time, 770.7 real, 14803.8 MB
[runlim] sample:		6043.2 time, 780.7 real, 14805.1 MB
[runlim] sample:		6122.4 time, 790.7 real, 14900.9 MB
[runlim] sample:		6201.7 time, 800.7 real, 15055.7 MB
[runlim] sample:		6281.0 time, 810.7 real, 15250.7 MB
[runlim] sample:		6360.1 time, 820.7 real, 15431.3 MB
[runlim] sample:		6439.3 time, 830.7 real, 15527.6 MB
[runlim] sample:		6518.6 time, 840.7 real, 15627.8 MB
[runlim] sample:		6597.8 time, 850.7 real, 15728.0 MB
[runlim] sample:		6676.9 time, 860.7 real, 15728.2 MB
[runlim] sample:		6756.1 time, 870.7 real, 15921.8 MB
[runlim] sample:		6835.2 time, 880.7 real, 16107.8 MB
[runlim] sample:		6914.4 time, 890.7 real, 16308.8 MB
[runlim] sample:		6993.7 time, 900.7 real, 16309.1 MB
[runlim] sample:		7072.9 time, 910.7 real, 16401.4 MB
[runlim] sample:		7151.1 time, 920.7 real, 16510.8 MB
[runlim] sample:		7226.4 time, 930.7 real, 16704.2 MB
[runlim] sample:		7305.5 time, 940.7 real, 16709.0 MB
[runlim] sample:		7384.8 time, 950.7 real, 16803.5 MB
[runlim] sample:		7464.1 time, 960.7 real, 16804.3 MB
[runlim] sample:		7543.3 time, 970.7 real, 16902.5 MB
[runlim] sample:		7622.5 time, 980.7 real, 17003.3 MB
[runlim] sample:		7701.5 time, 990.7 real, 17112.5 MB
[runlim] sample:		7780.5 time, 1000.7 real, 17203.9 MB
[runlim] sample:		7859.7 time, 1010.7 real, 17305.1 MB
[runlim] sample:		7939.0 time, 1020.7 real, 17323.8 MB
[runlim] sample:		8018.3 time, 1030.7 real, 17511.6 MB
[runlim] sample:		8097.5 time, 1040.7 real, 17702.2 MB
[runlim] sample:		8176.8 time, 1050.7 real, 17704.2 MB
[runlim] sample:		8256.0 time, 1060.7 real, 17705.0 MB
[runlim] sample:		8335.2 time, 1070.7 real, 17900.1 MB
[runlim] sample:		8414.5 time, 1080.7 real, 18279.2 MB
[runlim] sample:		8493.8 time, 1090.7 real, 18867.2 MB
[runlim] sample:		8573.1 time, 1100.7 real, 18758.4 MB
[runlim] sample:		8652.4 time, 1110.7 real, 19084.8 MB
[runlim] sample:		8731.5 time, 1120.7 real, 18861.4 MB
[runlim] sample:		8810.8 time, 1130.7 real, 19045.5 MB
[runlim] sample:		8890.1 time, 1140.7 real, 19427.0 MB
[runlim] sample:		8969.4 time, 1150.7 real, 19765.0 MB
[runlim] sample:		9048.7 time, 1160.7 real, 19713.9 MB
[runlim] sample:		9128.0 time, 1170.7 real, 19811.4 MB
[runlim] sample:		9207.2 time, 1180.7 real, 19907.8 MB
[runlim] sample:		9286.4 time, 1190.7 real, 19908.8 MB
[runlim] sample:		9365.5 time, 1200.7 real, 20104.4 MB
[runlim] sample:		9444.6 time, 1210.7 real, 20617.2 MB
[runlim] sample:		9523.7 time, 1220.7 real, 20300.3 MB
[runlim] sample:		9603.0 time, 1230.7 real, 20300.5 MB
[runlim] sample:		9682.2 time, 1240.7 real, 20396.7 MB
[runlim] sample:		9761.5 time, 1250.7 real, 20687.3 MB
[runlim] sample:		9840.8 time, 1260.7 real, 20874.5 MB
[runlim] sample:		9920.1 time, 1270.7 real, 20972.7 MB
[runlim] sample:		9999.3 time, 1280.7 real, 20975.0 MB
[runlim] sample:		10078.4 time, 1290.7 real, 21167.2 MB
[runlim] sample:		10157.6 time, 1300.7 real, 21263.6 MB
[runlim] sample:		10236.9 time, 1310.7 real, 21359.7 MB
[runlim] sample:		10316.2 time, 1320.7 real, 21646.0 MB
[runlim] sample:		10395.5 time, 1330.7 real, 21855.6 MB
[runlim] sample:		10474.8 time, 1340.7 real, 21892.9 MB
[runlim] sample:		10554.1 time, 1350.7 real, 22049.9 MB
[runlim] sample:		10633.3 time, 1360.7 real, 22050.4 MB
[runlim] sample:		10712.6 time, 1370.7 real, 22056.9 MB
[runlim] sample:		10792.0 time, 1380.7 real, 22337.2 MB
[runlim] sample:		10871.3 time, 1390.7 real, 22755.9 MB
[runlim] sample:		10950.6 time, 1400.7 real, 22813.6 MB
[runlim] sample:		11029.4 time, 1410.7 real, 23230.9 MB
[runlim] sample:		11108.4 time, 1420.7 real, 23529.2 MB
[runlim] sample:		11187.7 time, 1430.7 real, 23901.5 MB
[runlim] sample:		11267.1 time, 1440.7 real, 24057.3 MB
[runlim] sample:		11346.3 time, 1450.7 real, 24134.0 MB
[runlim] sample:		11425.6 time, 1460.7 real, 24151.8 MB
[runlim] sample:		11504.9 time, 1470.7 real, 24152.1 MB
[runlim] sample:		11584.1 time, 1480.7 real, 24248.3 MB
[runlim] sample:		11663.4 time, 1490.7 real, 24725.2 MB
[runlim] sample:		11742.6 time, 1500.7 real, 24964.4 MB
[runlim] sample:		11821.9 time, 1510.7 real, 25303.9 MB
[runlim] sample:		11900.2 time, 1520.7 real, 25602.6 MB
[runlim] sample:		11976.0 time, 1530.7 real, 25776.0 MB
[runlim] sample:		12055.2 time, 1540.7 real, 25870.5 MB
[runlim] sample:		12134.5 time, 1550.7 real, 26073.9 MB
[runlim] sample:		12213.8 time, 1560.7 real, 26253.5 MB
[runlim] sample:		12293.1 time, 1570.7 real, 26253.7 MB
[runlim] sample:		12372.4 time, 1580.7 real, 26540.0 MB
[runlim] sample:		12451.6 time, 1590.7 real, 27052.3 MB
[runlim] sample:		12530.9 time, 1600.7 real, 27206.7 MB
[runlim] sample:		12610.2 time, 1610.7 real, 27398.5 MB
[runlim] sample:		12689.5 time, 1620.7 real, 27398.8 MB
[runlim] sample:		12768.8 time, 1630.7 real, 27493.3 MB
[runlim] sample:		12848.1 time, 1640.7 real, 27719.9 MB
[runlim] sample:		12927.3 time, 1650.7 real, 27604.3 MB
[runlim] sample:		13006.5 time, 1660.7 real, 27685.9 MB
[runlim] sample:		13085.8 time, 1670.7 real, 27686.1 MB
[runlim] sample:		13165.1 time, 1680.7 real, 27781.6 MB
[runlim] sample:		13244.4 time, 1690.7 real, 28220.5 MB
[runlim] sample:		13323.7 time, 1700.7 real, 27974.0 MB
[runlim] sample:		13403.0 time, 1710.7 real, 28166.3 MB
[runlim] sample:		13482.2 time, 1720.7 real, 28260.7 MB
[runlim] sample:		13561.5 time, 1730.7 real, 28358.2 MB
[runlim] sample:		13640.9 time, 1740.7 real, 28459.0 MB
[runlim] sample:		13720.2 time, 1750.7 real, 28644.6 MB
[runlim] sample:		13799.4 time, 1760.7 real, 28644.9 MB
[runlim] sample:		13878.7 time, 1770.7 real, 28752.1 MB
[runlim] sample:		13957.9 time, 1780.7 real, 28753.6 MB
[runlim] sample:		14037.1 time, 1790.7 real, 28836.8 MB
[runlim] sample:		14111.9 time, 1800.7 real, 28713.2 MB
[runlim] end:			Sat May 10 10:52:36 2025
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		0
[runlim] real:			1805.99 seconds
[runlim] time:			14122.44 seconds
[runlim] space:			29192.8 MB
[runlim] samples:		18052
