[runlim] version:		1.10
[runlim] sample:		2352.7 time, 310.8 real, 5037.1 MB
[runlim] sample:		2432.0 time, 320.8 real, 5037.1 MB
[runlim] sample:		2511.3 time, 330.8 real, 5078.2 MB
[runlim] sample:		2590.5 time, 340.8 real, 5037.1 MB
[runlim] sample:		2669.7 time, 350.8 real, 5037.1 MB
[runlim] sample:		2748.8 time, 360.8 real, 5045.2 MB
[runlim] sample:		2828.1 time, 370.8 real, 5046.5 MB
[runlim] sample:		2907.3 time, 380.8 real, 5049.9 MB
[runlim] sample:		2986.6 time, 390.8 real, 5074.1 MB
[runlim] sample:		3065.9 time, 400.8 real, 5054.8 MB
[runlim] sample:		3145.2 time, 410.8 real, 5054.8 MB
[runlim] sample:		3224.3 time, 420.8 real, 5054.9 MB
[runlim] sample:		3303.6 time, 430.8 real, 5054.8 MB
[runlim] sample:		3382.9 time, 440.8 real, 5320.0 MB
[runlim] sample:		3462.2 time, 450.8 real, 5087.9 MB
[runlim] sample:		3541.5 time, 460.8 real, 5055.3 MB
[runlim] sample:		3620.8 time, 470.8 real, 5097.1 MB
[runlim] sample:		3699.9 time, 480.8 real, 5066.9 MB
[runlim] sample:		3779.3 time, 490.8 real, 5081.9 MB
[runlim] sample:		3858.5 time, 500.8 real, 5066.9 MB
[runlim] sample:		3937.8 time, 510.8 real, 5066.9 MB
[runlim] sample:		4017.1 time, 520.8 real, 5066.9 MB
[runlim] sample:		4096.4 time, 530.8 real, 5068.7 MB
[runlim] sample:		4175.6 time, 540.8 real, 5068.7 MB
[runlim] sample:		4254.9 time, 550.8 real, 5068.7 MB
[runlim] sample:		4334.2 time, 560.8 real, 5068.8 MB
[runlim] sample:		4413.5 time, 570.8 real, 5068.7 MB
[runlim] sample:		4492.8 time, 580.8 real, 5068.7 MB
[runlim] sample:		4572.1 time, 590.8 real, 5068.7 MB
[runlim] sample:		4651.3 time, 600.8 real, 5218.7 MB
[runlim] sample:		4730.5 time, 610.8 real, 5077.4 MB
[runlim] sample:		4809.7 time, 620.8 real, 5077.4 MB
[runlim] sample:		4888.6 time, 630.8 real, 5185.2 MB
[runlim] sample:		4967.0 time, 640.8 real, 5077.4 MB
[runlim] sample:		5042.7 time, 650.8 real, 5079.2 MB
[runlim] sample:		5121.9 time, 660.8 real, 5095.3 MB
[runlim] sample:		5201.1 time, 670.8 real, 5126.5 MB
[runlim] sample:		5280.4 time, 680.8 real, 5107.2 MB
[runlim] sample:		5359.7 time, 690.8 real, 5107.2 MB
[runlim] sample:		5438.9 time, 700.8 real, 5327.4 MB
[runlim] sample:		5518.0 time, 710.8 real, 5107.2 MB
[runlim] sample:		5597.2 time, 720.8 real, 5107.2 MB
[runlim] sample:		5676.5 time, 730.8 real, 5122.1 MB
[runlim] sample:		5755.8 time, 740.8 real, 5107.8 MB
[runlim] sample:		5835.1 time, 750.8 real, 5107.8 MB
[runlim] sample:		5914.2 time, 760.8 real, 5107.8 MB
[runlim] sample:		5993.5 time, 770.8 real, 5160.8 MB
[runlim] sample:		6072.6 time, 780.8 real, 5108.0 MB
[runlim] sample:		6152.0 time, 790.8 real, 5108.0 MB
[runlim] sample:		6231.3 time, 800.8 real, 5108.0 MB
[runlim] sample:		6310.6 time, 810.8 real, 5108.3 MB
[runlim] sample:		6389.8 time, 820.8 real, 5108.3 MB
[runlim] sample:		6469.1 time, 830.8 real, 5110.3 MB
[runlim] sample:		6548.2 time, 840.8 real, 5110.3 MB
[runlim] sample:		6627.5 time, 850.8 real, 5110.3 MB
[runlim] sample:		6706.8 time, 860.8 real, 5140.1 MB
[runlim] sample:		6786.1 time, 870.8 real, 5140.6 MB
[runlim] sample:		6865.4 time, 880.8 real, 5110.9 MB
[runlim] sample:		6944.6 time, 890.8 real, 5110.9 MB
[runlim] sample:		7023.7 time, 900.8 real, 5110.9 MB
[runlim] sample:		7103.0 time, 910.8 real, 5110.9 MB
[runlim] sample:		7182.2 time, 920.8 real, 5157.0 MB
[runlim] sample:		7261.4 time, 930.8 real, 5110.9 MB
[runlim] sample:		7340.7 time, 940.8 real, 5110.9 MB
[runlim] sample:		7419.9 time, 950.8 real, 5110.9 MB
[runlim] sample:		7499.0 time, 960.8 real, 5110.9 MB
[runlim] sample:		7578.2 time, 970.8 real, 5248.3 MB
[runlim] sample:		7657.5 time, 980.8 real, 5152.8 MB
[runlim] sample:		7736.8 time, 990.8 real, 5111.1 MB
[runlim] sample:		7816.1 time, 1000.8 real, 5112.4 MB
[runlim] sample:		7895.4 time, 1010.8 real, 5115.0 MB
[runlim] sample:		7974.5 time, 1020.8 real, 5116.0 MB
[runlim] sample:		8053.7 time, 1030.8 real, 5154.4 MB
[runlim] sample:		8133.1 time, 1040.8 real, 5154.4 MB
[runlim] sample:		8212.4 time, 1050.8 real, 5460.2 MB
[runlim] sample:		8291.7 time, 1060.8 real, 5179.9 MB
[runlim] sample:		8371.0 time, 1070.8 real, 5227.8 MB
[runlim] sample:		8450.1 time, 1080.8 real, 5180.4 MB
[runlim] sample:		8529.4 time, 1090.8 real, 5244.0 MB
[runlim] sample:		8608.7 time, 1100.8 real, 5180.4 MB
[runlim] sample:		8688.0 time, 1110.8 real, 5180.8 MB
[runlim] sample:		8767.3 time, 1120.8 real, 5180.8 MB
[runlim] sample:		8846.5 time, 1130.8 real, 5181.0 MB
[runlim] sample:		8925.7 time, 1140.8 real, 5180.8 MB
[runlim] sample:		9005.0 time, 1150.8 real, 5183.9 MB
[runlim] sample:		9084.3 time, 1160.8 real, 5183.9 MB
[runlim] sample:		9163.6 time, 1170.8 real, 5183.9 MB
[runlim] sample:		9242.9 time, 1180.8 real, 5194.4 MB
[runlim] sample:		9322.2 time, 1190.8 real, 5194.2 MB
[runlim] sample:		9401.4 time, 1200.8 real, 5194.2 MB
[runlim] sample:		9480.6 time, 1210.8 real, 5253.0 MB
[runlim] sample:		9559.9 time, 1220.8 real, 5253.2 MB
[runlim] sample:		9639.2 time, 1230.8 real, 5258.6 MB
[runlim] sample:		9717.6 time, 1240.8 real, 5194.5 MB
[runlim] sample:		9793.0 time, 1250.8 real, 5194.5 MB
[runlim] sample:		9872.2 time, 1260.8 real, 5485.4 MB
[runlim] sample:		9951.5 time, 1270.8 real, 5194.7 MB
[runlim] sample:		10030.6 time, 1280.8 real, 5261.6 MB
[runlim] sample:		10109.9 time, 1290.8 real, 5288.3 MB
[runlim] sample:		10189.2 time, 1300.8 real, 5261.6 MB
[runlim] sample:		10268.5 time, 1310.8 real, 5377.1 MB
[runlim] sample:		10347.7 time, 1320.8 real, 5371.3 MB
[runlim] sample:		10427.0 time, 1330.8 real, 5375.6 MB
[runlim] sample:		10506.3 time, 1340.8 real, 5386.9 MB
[runlim] sample:		10585.6 time, 1350.8 real, 5387.0 MB
[runlim] sample:		10664.9 time, 1360.8 real, 5386.9 MB
[runlim] sample:		10744.2 time, 1370.8 real, 5642.9 MB
[runlim] sample:		10823.4 time, 1380.8 real, 5386.9 MB
[runlim] sample:		10902.7 time, 1390.8 real, 5387.1 MB
[runlim] sample:		10982.0 time, 1400.8 real, 5387.1 MB
[runlim] sample:		11061.2 time, 1410.8 real, 5401.9 MB
[runlim] sample:		11140.6 time, 1420.8 real, 5387.1 MB
[runlim] sample:		11219.9 time, 1430.8 real, 5409.2 MB
[runlim] sample:		11299.0 time, 1440.8 real, 5677.6 MB
[runlim] sample:		11378.3 time, 1450.8 real, 5409.4 MB
[runlim] sample:		11457.6 time, 1460.8 real, 5409.4 MB
[runlim] sample:		11536.9 time, 1470.8 real, 5437.1 MB
[runlim] sample:		11616.2 time, 1480.8 real, 5443.5 MB
[runlim] sample:		11695.6 time, 1490.8 real, 5443.6 MB
[runlim] sample:		11774.8 time, 1500.8 real, 5670.5 MB
[runlim] sample:		11854.0 time, 1510.8 real, 5443.6 MB
[runlim] sample:		11933.1 time, 1520.8 real, 5443.6 MB
[runlim] sample:		12012.2 time, 1530.8 real, 5443.9 MB
[runlim] sample:		12091.5 time, 1540.8 real, 5458.2 MB
[runlim] sample:		12170.8 time, 1550.8 real, 5443.9 MB
[runlim] sample:		12250.0 time, 1560.8 real, 5458.5 MB
[runlim] sample:		12329.3 time, 1570.8 real, 5443.9 MB
[runlim] sample:		12408.6 time, 1580.8 real, 5443.9 MB
[runlim] sample:		12487.9 time, 1590.8 real, 5488.7 MB
[runlim] sample:		12567.2 time, 1600.8 real, 5443.9 MB
[runlim] sample:		12646.4 time, 1610.8 real, 5447.0 MB
[runlim] sample:		12725.6 time, 1620.8 real, 5488.6 MB
[runlim] sample:		12804.9 time, 1630.8 real, 5488.6 MB
[runlim] sample:		12884.2 time, 1640.8 real, 5447.0 MB
[runlim] sample:		12963.6 time, 1650.8 real, 5447.0 MB
[runlim] sample:		13042.9 time, 1660.8 real, 5494.8 MB
[runlim] sample:		13122.2 time, 1670.8 real, 5505.4 MB
[runlim] sample:		13201.4 time, 1680.8 real, 5450.1 MB
[runlim] sample:		13280.7 time, 1690.8 real, 5450.3 MB
[runlim] sample:		13360.0 time, 1700.8 real, 5450.3 MB
[runlim] sample:		13439.3 time, 1710.8 real, 5450.3 MB
[runlim] sample:		13518.6 time, 1720.8 real, 5450.6 MB
[runlim] sample:		13598.0 time, 1730.8 real, 5498.2 MB
[runlim] sample:		13677.1 time, 1740.8 real, 5450.6 MB
[runlim] sample:		13756.4 time, 1750.8 real, 5450.6 MB
[runlim] sample:		13835.7 time, 1760.8 real, 5450.6 MB
[runlim] sample:		13915.0 time, 1770.8 real, 5450.6 MB
[runlim] sample:		13994.2 time, 1780.8 real, 5477.3 MB
[runlim] sample:		14073.5 time, 1790.8 real, 5450.6 MB
[runlim] sample:		14152.7 time, 1800.8 real, 5450.6 MB
[runlim] end:			Sat May 10 09:47:13 2025
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		0
[runlim] real:			1802.46 seconds
[runlim] time:			14157.80 seconds
[runlim] space:			5732.1 MB
[runlim] samples:		18016
