[runlim] version:		1.10
[runlim] sample:		2283.5 time, 310.8 real, 4608.1 MB
[runlim] sample:		2362.8 time, 320.8 real, 4627.2 MB
[runlim] sample:		2442.0 time, 330.8 real, 4522.2 MB
[runlim] sample:		2521.3 time, 340.8 real, 4564.8 MB
[runlim] sample:		2600.6 time, 350.8 real, 4512.1 MB
[runlim] sample:		2679.9 time, 360.8 real, 4495.7 MB
[runlim] sample:		2759.0 time, 370.8 real, 4598.8 MB
[runlim] sample:		2838.2 time, 380.8 real, 4496.5 MB
[runlim] sample:		2917.5 time, 390.8 real, 4581.7 MB
[runlim] sample:		2996.8 time, 400.8 real, 4605.1 MB
[runlim] sample:		3076.2 time, 410.8 real, 4547.4 MB
[runlim] sample:		3155.4 time, 420.8 real, 4604.8 MB
[runlim] sample:		3234.6 time, 430.8 real, 4605.0 MB
[runlim] sample:		3313.8 time, 440.8 real, 4598.7 MB
[runlim] sample:		3393.1 time, 450.8 real, 4639.8 MB
[runlim] sample:		3472.4 time, 460.8 real, 4646.4 MB
[runlim] sample:		3551.7 time, 470.8 real, 4729.3 MB
[runlim] sample:		3631.0 time, 480.8 real, 4738.3 MB
[runlim] sample:		3710.2 time, 490.8 real, 4689.9 MB
[runlim] sample:		3789.4 time, 500.8 real, 4636.7 MB
[runlim] sample:		3868.6 time, 510.8 real, 4635.9 MB
[runlim] sample:		3947.9 time, 520.8 real, 4635.9 MB
[runlim] sample:		4027.0 time, 530.8 real, 4629.0 MB
[runlim] sample:		4106.1 time, 540.8 real, 4629.3 MB
[runlim] sample:		4185.1 time, 550.8 real, 4781.7 MB
[runlim] sample:		4264.4 time, 560.8 real, 4594.8 MB
[runlim] sample:		4343.7 time, 570.8 real, 4651.0 MB
[runlim] sample:		4422.9 time, 580.8 real, 4651.6 MB
[runlim] sample:		4502.2 time, 590.8 real, 4651.6 MB
[runlim] sample:		4581.4 time, 600.8 real, 4643.9 MB
[runlim] sample:		4660.6 time, 610.8 real, 4699.4 MB
[runlim] sample:		4739.9 time, 620.8 real, 4711.6 MB
[runlim] sample:		4819.2 time, 630.8 real, 4947.0 MB
[runlim] sample:		4898.5 time, 640.8 real, 4750.8 MB
[runlim] sample:		4977.8 time, 650.8 real, 4711.7 MB
[runlim] sample:		5057.1 time, 660.8 real, 4714.5 MB
[runlim] sample:		5136.3 time, 670.8 real, 4714.7 MB
[runlim] sample:		5215.6 time, 680.8 real, 4714.7 MB
[runlim] sample:		5294.9 time, 690.8 real, 4714.9 MB
[runlim] sample:		5374.3 time, 700.8 real, 4656.1 MB
[runlim] sample:		5453.6 time, 710.8 real, 4656.1 MB
[runlim] sample:		5532.9 time, 720.8 real, 4656.1 MB
[runlim] sample:		5612.1 time, 730.8 real, 4689.4 MB
[runlim] sample:		5691.2 time, 740.8 real, 4835.5 MB
[runlim] sample:		5770.3 time, 750.8 real, 4692.0 MB
[runlim] sample:		5849.5 time, 760.8 real, 4697.3 MB
[runlim] sample:		5928.0 time, 770.8 real, 4709.9 MB
[runlim] sample:		6004.0 time, 780.8 real, 4710.1 MB
[runlim] sample:		6083.2 time, 790.8 real, 4710.1 MB
[runlim] sample:		6162.5 time, 800.8 real, 4710.1 MB
[runlim] sample:		6241.8 time, 810.8 real, 4751.5 MB
[runlim] sample:		6321.1 time, 820.8 real, 4734.5 MB
[runlim] sample:		6400.2 time, 830.8 real, 4711.4 MB
[runlim] sample:		6479.1 time, 840.8 real, 4657.4 MB
[runlim] sample:		6558.3 time, 850.8 real, 4657.4 MB
[runlim] sample:		6637.6 time, 860.8 real, 4690.9 MB
[runlim] sample:		6716.8 time, 870.8 real, 4691.0 MB
[runlim] sample:		6796.1 time, 880.8 real, 4691.0 MB
[runlim] sample:		6874.6 time, 890.8 real, 4837.2 MB
[runlim] sample:		6953.9 time, 900.8 real, 4710.8 MB
[runlim] sample:		7033.0 time, 910.8 real, 4657.4 MB
[runlim] sample:		7112.3 time, 920.8 real, 4673.2 MB
[runlim] sample:		7191.6 time, 930.8 real, 4675.6 MB
[runlim] sample:		7270.8 time, 940.8 real, 4699.8 MB
[runlim] sample:		7350.1 time, 950.8 real, 4699.8 MB
[runlim] sample:		7429.0 time, 960.8 real, 4694.5 MB
[runlim] sample:		7508.1 time, 970.8 real, 4920.0 MB
[runlim] sample:		7587.3 time, 980.8 real, 4732.5 MB
[runlim] sample:		7666.6 time, 990.8 real, 4732.3 MB
[runlim] sample:		7745.8 time, 1000.8 real, 4694.8 MB
[runlim] sample:		7825.1 time, 1010.8 real, 4659.8 MB
[runlim] sample:		7904.4 time, 1020.8 real, 4693.9 MB
[runlim] sample:		7983.6 time, 1030.8 real, 4693.9 MB
[runlim] sample:		8062.8 time, 1040.8 real, 4659.8 MB
[runlim] sample:		8142.1 time, 1050.8 real, 4683.6 MB
[runlim] sample:		8221.4 time, 1060.8 real, 4703.4 MB
[runlim] sample:		8300.7 time, 1070.8 real, 4720.8 MB
[runlim] sample:		8380.0 time, 1080.8 real, 4897.6 MB
[runlim] sample:		8459.2 time, 1090.8 real, 4726.3 MB
[runlim] sample:		8538.5 time, 1100.8 real, 4726.3 MB
[runlim] sample:		8617.6 time, 1110.8 real, 4726.3 MB
[runlim] sample:		8696.8 time, 1120.8 real, 4670.1 MB
[runlim] sample:		8776.1 time, 1130.8 real, 4679.0 MB
[runlim] sample:		8855.3 time, 1140.8 real, 4678.3 MB
[runlim] sample:		8934.5 time, 1150.8 real, 4866.3 MB
[runlim] sample:		9013.8 time, 1160.8 real, 4839.6 MB
[runlim] sample:		9093.1 time, 1170.8 real, 4850.5 MB
[runlim] sample:		9172.4 time, 1180.8 real, 4730.4 MB
[runlim] sample:		9251.5 time, 1190.8 real, 4769.7 MB
[runlim] sample:		9330.8 time, 1200.8 real, 4818.2 MB
[runlim] sample:		9409.9 time, 1210.8 real, 4795.9 MB
[runlim] sample:		9489.2 time, 1220.8 real, 4770.2 MB
[runlim] sample:		9568.5 time, 1230.8 real, 4803.7 MB
[runlim] sample:		9647.9 time, 1240.8 real, 4800.7 MB
[runlim] sample:		9727.1 time, 1250.8 real, 4800.7 MB
[runlim] sample:		9806.4 time, 1260.8 real, 4780.0 MB
[runlim] sample:		9885.7 time, 1270.8 real, 4798.2 MB
[runlim] sample:		9965.0 time, 1280.8 real, 4834.2 MB
[runlim] sample:		10044.3 time, 1290.8 real, 4770.2 MB
[runlim] sample:		10123.6 time, 1300.8 real, 4770.2 MB
[runlim] sample:		10202.9 time, 1310.8 real, 4773.3 MB
[runlim] sample:		10282.2 time, 1320.8 real, 4796.0 MB
[runlim] sample:		10361.5 time, 1330.8 real, 4808.2 MB
[runlim] sample:		10440.8 time, 1340.8 real, 4935.3 MB
[runlim] sample:		10520.1 time, 1350.8 real, 4896.7 MB
[runlim] sample:		10599.4 time, 1360.8 real, 4773.8 MB
[runlim] sample:		10677.4 time, 1370.8 real, 4780.0 MB
[runlim] sample:		10753.4 time, 1380.8 real, 4780.0 MB
[runlim] sample:		10832.5 time, 1390.8 real, 4833.7 MB
[runlim] sample:		10911.7 time, 1400.8 real, 4834.3 MB
[runlim] sample:		10991.0 time, 1410.8 real, 4834.3 MB
[runlim] sample:		11070.3 time, 1420.8 real, 4834.3 MB
[runlim] sample:		11149.6 time, 1430.8 real, 4834.3 MB
[runlim] sample:		11228.7 time, 1440.8 real, 4836.3 MB
[runlim] sample:		11307.7 time, 1450.8 real, 4992.3 MB
[runlim] sample:		11387.0 time, 1460.8 real, 4836.3 MB
[runlim] sample:		11466.3 time, 1470.8 real, 4773.9 MB
[runlim] sample:		11545.6 time, 1480.8 real, 4782.0 MB
[runlim] sample:		11624.9 time, 1490.8 real, 4826.8 MB
[runlim] sample:		11704.1 time, 1500.8 real, 4836.4 MB
[runlim] sample:		11783.3 time, 1510.8 real, 4776.3 MB
[runlim] sample:		11862.6 time, 1520.8 real, 4776.3 MB
[runlim] sample:		11941.9 time, 1530.8 real, 4738.4 MB
[runlim] sample:		12021.2 time, 1540.8 real, 4738.7 MB
[runlim] sample:		12100.5 time, 1550.8 real, 4738.7 MB
[runlim] sample:		12179.8 time, 1560.8 real, 4804.3 MB
[runlim] sample:		12259.0 time, 1570.8 real, 4760.2 MB
[runlim] sample:		12338.2 time, 1580.8 real, 4738.7 MB
[runlim] sample:		12417.5 time, 1590.8 real, 4748.0 MB
[runlim] sample:		12496.8 time, 1600.8 real, 4905.7 MB
[runlim] sample:		12576.1 time, 1610.8 real, 4757.4 MB
[runlim] sample:		12655.4 time, 1620.8 real, 4750.3 MB
[runlim] sample:		12734.6 time, 1630.8 real, 4771.9 MB
[runlim] sample:		12813.8 time, 1640.8 real, 4808.0 MB
[runlim] sample:		12892.9 time, 1650.8 real, 4831.3 MB
[runlim] sample:		12972.0 time, 1660.8 real, 4965.3 MB
[runlim] sample:		13051.3 time, 1670.8 real, 4965.3 MB
[runlim] sample:		13130.6 time, 1680.8 real, 5022.4 MB
[runlim] sample:		13209.8 time, 1690.8 real, 4832.7 MB
[runlim] sample:		13289.0 time, 1700.8 real, 4840.6 MB
[runlim] sample:		13368.3 time, 1710.8 real, 4782.8 MB
[runlim] sample:		13447.6 time, 1720.8 real, 4830.4 MB
[runlim] sample:		13526.9 time, 1730.8 real, 4992.8 MB
[runlim] sample:		13606.0 time, 1740.8 real, 5004.4 MB
[runlim] sample:		13685.2 time, 1750.8 real, 4960.0 MB
[runlim] sample:		13764.5 time, 1760.8 real, 5079.6 MB
[runlim] sample:		13843.8 time, 1770.8 real, 5080.2 MB
[runlim] sample:		13923.1 time, 1780.8 real, 4954.4 MB
[runlim] sample:		14002.4 time, 1790.8 real, 4832.8 MB
[runlim] sample:		14071.2 time, 1800.8 real, 4861.1 MB
[runlim] end:			Sat May 10 15:45:03 2025
[runlim] status:		ok
[runlim] result:		0
[runlim] children:		0
[runlim] real:			1802.43 seconds
[runlim] time:			14076.32 seconds
[runlim] space:			5243.0 MB
[runlim] samples:		18016
